Time,Size,Amazon Echo,Belkin Motion,Belkin Switch,Blipcare BloodPressure Meter,HP Printer,Dropcam,Insteon Camera,LIFX Smart Bulb,NEST Smoke Alarm,Netatmo Welcome Camera,Netatmo Weather Station,PIX-STAR Photo-frame,Samsung SmartCam,Smart Things,TP-Link Day Night Cloud camera,TP-Link Smart plug,Triby Speaker,Withings Smart Baby Monitor,Withings Smart scale,Withings Aura smart sleep sensor,iHome Plug,Samsung Galaxy Tab,Android Phone 1,Laptop,MacBook,Android Phone 2,iPhone,MacBook/iPhone,User Activity
2016/9/24 14:56,18124,13,190,0,0,0,473,0,0,0,184,0,0,6,14,31,0,2,49,0,0,0,94,0,0,0,0,0,0,0
2016/9/24 14:57,1200517,12,190,166,0,4,473,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 14:58,1200517,93,0,0,0,4,473,0,0,0,184,0,0,124,26,31,0,2,49,164,0,0,0,0,0,0,0,0,0,9
2016/9/24 14:59,19210,13,0,166,0,0,473,0,0,0,6,0,0,124,26,31,0,11,49,164,0,0,0,0,0,0,0,0,0,9
2016/9/24 15:00,1200517,93,190,166,0,4,473,0,0,0,184,0,29,124,14,0,0,11,49,0,0,0,0,0,0,126,0,0,0,0
2016/9/24 15:01,19282,12,0,0,0,4,473,0,0,0,6,0,0,6,26,31,6,2,49,0,0,0,0,0,0,67,0,0,0,0
2016/9/24 15:02,1200517,93,190,166,0,0,473,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,0,0,0,95,0,0,0,0
2016/9/24 15:03,24309,93,0,0,0,4,102,0,0,0,6,29,0,6,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:04,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:05,1200517,93,190,0,0,0,473,0,0,0,6,29,29,124,14,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:06,28060,13,190,0,0,4,473,0,0,0,6,0,29,6,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:07,1200517,13,190,166,0,4,96,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:08,22336,93,0,166,0,0,473,0,0,0,184,0,0,6,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:09,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:10,23822,93,0,0,0,4,473,0,0,0,6,0,0,124,14,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:11,19924,13,0,0,0,0,488,0,0,0,6,0,0,6,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:12,1200517,12,190,166,0,4,464,0,0,0,184,29,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:13,22527,93,0,166,0,4,473,0,0,0,6,0,0,6,14,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:14,21321,93,190,0,0,0,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:15,1200517,93,190,166,0,4,473,0,0,184,6,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:16,19761,93,0,0,0,4,473,0,0,182,184,0,0,6,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:17,1200517,93,190,166,0,0,473,0,0,213,6,0,29,124,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:18,22551,93,190,0,0,4,473,0,0,0,184,0,29,6,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:19,19744,93,0,0,0,4,473,0,0,0,6,0,29,6,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:20,1200517,93,190,166,0,0,95,0,0,0,184,0,29,124,14,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:21,415593,93,0,0,0,4,473,0,0,0,6,0,0,124,26,31,6,2,49,0,0,0,964,0,0,0,0,0,0,0
2016/9/24 15:22,1313425,13,190,166,0,4,473,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,964,0,0,0,25,0,0,0
2016/9/24 15:23,1200517,93,190,0,0,4,473,0,0,0,184,29,0,6,14,31,0,2,49,0,0,0,201,0,0,0,19,0,0,0
2016/9/24 15:24,1200517,120,190,166,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,34,0,0,0
2016/9/24 15:25,27940,93,0,0,0,4,473,0,0,0,6,29,0,6,14,31,6,11,49,0,0,0,201,0,0,0,177,0,0,0
2016/9/24 15:26,19413,93,0,166,0,4,473,0,0,0,6,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,145,0,0,0
2016/9/24 15:27,1200517,13,190,166,0,0,473,0,0,0,6,0,0,124,26,31,0,11,49,0,43,0,201,0,0,0,145,0,0,0
2016/9/24 15:28,19159,12,0,0,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,34,0,201,0,0,0,0,0,0,0
2016/9/24 15:29,1200517,93,190,166,0,4,94,0,0,0,6,0,29,124,26,31,6,11,49,0,76,0,0,0,0,0,0,0,0,0
2016/9/24 15:30,26293,93,0,0,0,0,473,0,0,0,184,0,29,6,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:31,29793,93,0,166,0,4,473,0,0,0,6,0,0,6,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:32,1200517,93,190,166,0,4,473,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:33,24663,12,0,0,0,0,473,59,0,0,6,29,0,6,26,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:34,1200517,93,190,166,0,4,473,57,0,0,184,29,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:35,1200517,93,0,166,0,4,104,68,0,0,184,29,0,124,14,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:36,21212,93,190,0,0,0,102,0,0,0,184,29,0,6,14,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:37,1200517,93,190,166,0,4,104,0,0,0,6,29,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:38,21921,93,0,0,0,4,473,0,0,0,6,29,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:39,27263,93,190,0,0,0,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:40,25088,93,0,166,0,4,97,0,0,0,184,29,0,6,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:41,29923,12,190,0,0,4,473,0,0,0,186,29,45,6,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:42,1200517,93,190,166,0,142,103,0,0,0,208,29,45,124,14,31,0,11,49,0,0,0,201,0,0,0,1,0,0,0
2016/9/24 15:43,23548,13,0,0,0,144,473,0,0,0,340,29,29,6,26,31,0,2,49,0,0,0,201,0,0,0,24,0,0,0
2016/9/24 15:44,23420,93,0,166,0,42,473,0,0,0,31,0,0,124,26,31,6,11,49,0,0,0,201,0,0,0,70,0,0,0
2016/9/24 15:45,1200517,93,190,166,0,0,473,0,0,0,193,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:46,19019,93,0,0,0,4,473,0,0,0,233,0,0,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:47,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,14,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:48,31581,93,0,0,0,0,473,0,0,0,184,0,0,124,26,31,8,2,49,0,0,0,0,10,0,0,0,0,0,0
2016/9/24 15:49,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,30,11,68,0,0,0,0,140,0,0,0,0,0,7
2016/9/24 15:50,1200517,93,190,0,0,4,99,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,0,6,0,0,0,0,0,7
2016/9/24 15:51,18625,93,0,0,0,0,473,0,0,0,6,0,0,6,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,7
2016/9/24 15:52,1200517,93,190,166,0,4,473,0,0,0,184,29,0,6,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:53,31805,93,0,166,0,4,104,0,0,181,6,29,29,124,26,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:54,1200517,93,190,166,0,0,473,0,0,180,184,29,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:55,22628,93,0,0,0,4,99,0,0,217,6,29,29,6,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 15:56,19017,12,0,0,0,4,473,0,0,217,184,0,0,6,14,31,6,17,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:57,1200517,93,190,166,0,0,102,0,0,0,184,29,0,124,26,31,6,19,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:58,18573,93,0,166,0,4,92,0,0,0,184,0,0,6,26,31,0,19,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 15:59,20953,93,190,0,0,4,473,0,0,0,6,0,0,6,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:00,1200517,93,190,166,0,0,101,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:01,19901,93,0,0,0,4,473,0,0,0,6,0,29,6,26,0,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:02,1200517,93,190,166,0,4,473,0,0,0,6,29,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:03,24971,93,190,0,0,0,473,0,0,0,6,29,0,6,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:04,1200517,93,190,166,0,4,473,0,0,0,184,29,0,124,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:05,1200517,93,0,0,0,4,473,0,0,0,6,29,29,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:06,1200517,93,190,166,0,0,473,0,0,0,184,0,29,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:07,23442,93,0,166,0,4,473,0,0,0,6,29,0,6,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:08,1200517,13,287,250,0,4,473,0,0,0,184,29,0,124,26,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:09,22608,93,190,0,0,0,473,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:10,27955,12,0,0,0,4,473,0,0,0,184,29,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:11,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:12,19677,93,190,0,0,0,95,0,0,0,184,0,0,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:13,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:14,23649,93,0,0,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,765,0,0,0,0
2016/9/24 16:15,19444,93,0,0,0,0,103,0,0,0,6,0,0,124,14,31,0,11,49,0,0,0,0,0,0,450,0,0,0,0
2016/9/24 16:16,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,14,31,6,2,49,0,0,0,0,0,0,869,0,0,0,0
2016/9/24 16:17,30922,93,190,0,0,4,473,0,0,0,6,29,33,124,14,31,0,11,49,0,0,0,201,0,0,869,0,0,0,0
2016/9/24 16:18,1200517,93,190,166,0,0,473,0,0,0,6,29,33,124,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:19,25064,93,0,0,0,4,473,0,0,0,6,29,29,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:20,1200517,93,0,166,0,4,97,0,0,0,184,29,0,6,26,31,6,1,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:21,1200517,93,190,166,0,0,473,0,0,0,6,0,29,124,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:22,23175,93,0,0,0,4,473,0,0,0,184,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:23,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:24,27854,93,0,0,0,0,473,0,0,0,6,0,0,124,26,31,6,11,49,195,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:25,19119,93,0,166,0,4,473,0,0,0,6,0,0,124,14,31,0,2,49,10,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:26,1200517,13,190,166,0,4,104,0,0,0,184,0,0,124,14,31,0,11,49,168,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:27,22646,93,0,0,0,0,473,0,0,0,6,29,0,124,14,31,0,2,49,168,0,0,201,0,0,0,0,0,0,12
2016/9/24 16:28,1200517,93,190,166,0,4,473,0,0,0,184,29,0,124,26,31,6,2,49,0,0,0,0,0,0,0,0,0,0,9
2016/9/24 16:29,1200517,93,0,166,0,4,473,0,0,0,184,0,29,124,26,31,0,14,49,0,0,0,0,0,258,0,0,0,0,11
2016/9/24 16:30,24684,93,190,166,0,0,473,0,0,0,184,0,29,124,14,31,0,2,49,0,0,0,201,0,790,0,0,0,0,0
2016/9/24 16:31,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,0,0,589,0,0,0,0,0
2016/9/24 16:32,21457,93,0,0,0,4,473,0,0,0,6,0,0,124,26,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:33,1200517,93,190,166,46,0,473,0,0,0,6,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:34,27895,93,0,166,47,4,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:35,1200517,93,190,166,58,4,103,0,0,0,6,0,0,124,14,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:36,1200517,124,0,0,58,0,101,0,0,0,184,0,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:37,1200517,124,190,166,0,4,473,0,0,0,6,29,0,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:38,24388,93,0,166,0,4,473,0,0,0,6,29,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:39,1200517,93,190,166,0,0,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:40,25098,93,190,0,0,4,473,0,0,0,184,0,0,124,26,31,6,2,60,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:41,29956,93,190,0,0,4,473,0,0,0,6,0,29,124,26,31,6,11,60,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:42,25792,93,0,0,0,0,473,0,0,0,6,0,29,124,14,31,37,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:43,21869,93,0,166,0,4,473,0,0,0,184,0,0,124,14,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:44,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:45,16475,93,0,0,0,0,93,0,0,0,184,0,0,6,26,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:46,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:47,21041,93,0,166,0,4,473,0,0,0,5,29,0,124,14,31,0,1,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:48,26214,93,190,0,0,0,473,0,0,0,184,29,0,124,26,31,6,1,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:49,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:50,1200517,93,0,0,0,4,97,0,0,0,184,0,0,124,14,31,5,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:51,1200517,93,190,166,0,0,473,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:52,20850,93,0,166,0,4,473,0,0,0,184,0,0,124,26,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:53,1200517,93,188,166,0,4,473,0,0,0,6,0,29,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:54,27668,93,243,0,0,0,473,0,0,0,184,0,29,6,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 16:55,18511,93,190,0,0,4,473,0,0,0,6,0,0,6,14,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:56,1200517,93,190,212,0,4,473,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:57,18157,12,190,0,0,0,473,0,0,0,6,0,0,6,26,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:58,23938,93,0,0,0,4,473,0,0,0,6,39,0,6,14,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 16:59,1200517,93,190,166,0,4,473,0,0,0,6,39,0,124,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:00,22121,93,0,0,0,0,473,0,0,0,184,0,0,6,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:01,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:02,19331,13,190,0,0,4,473,0,0,0,6,0,29,6,14,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:03,19640,93,0,0,0,0,98,0,0,0,6,0,29,6,14,31,6,12,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:04,1200517,93,190,166,0,4,473,0,0,0,184,0,37,124,26,31,12,87,49,0,0,0,0,0,0,0,0,108,0,0
2016/9/24 17:05,27505,93,0,166,0,4,103,0,0,0,6,0,37,6,14,31,0,87,49,0,0,0,0,0,0,0,0,1,0,0
2016/9/24 17:06,1200517,93,190,166,0,0,473,0,0,0,184,0,29,124,26,31,0,11,49,0,0,0,0,0,0,0,0,2,0,0
2016/9/24 17:07,21720,93,0,0,0,4,473,0,0,0,6,0,0,124,14,31,6,2,40,0,0,0,0,0,0,0,0,2,0,0
2016/9/24 17:08,1200517,93,190,166,0,4,102,0,0,0,6,29,29,124,14,31,0,11,47,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:09,23880,93,0,0,0,0,473,0,0,0,6,29,30,6,26,31,0,11,70,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:10,1200517,93,190,166,0,4,473,0,0,0,184,0,29,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:11,22533,93,190,0,0,4,473,0,0,0,6,0,0,6,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:12,1200517,12,190,166,0,0,104,0,0,0,184,0,0,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:13,24197,93,0,0,0,4,473,0,0,0,6,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:14,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:15,18469,93,190,0,0,0,101,0,0,0,6,0,0,6,14,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:16,25052,93,0,0,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:17,1200517,12,190,166,0,4,473,0,0,0,6,0,35,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:18,24551,12,0,0,0,0,473,0,0,0,6,29,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:19,1200517,93,259,198,0,4,473,0,0,0,6,29,29,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:20,30794,93,259,0,46,4,473,0,0,0,184,0,0,124,14,31,0,2,49,0,0,0,0,0,1101,0,0,0,0,0
2016/9/24 17:21,28195,93,0,0,47,0,473,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,201,0,667,0,0,0,0,0
2016/9/24 17:22,1200517,93,190,166,51,4,473,0,0,0,6,0,29,124,14,31,0,2,49,0,0,0,0,0,1943,0,0,0,480,0
2016/9/24 17:23,20579,13,0,166,51,4,473,0,0,0,6,0,0,124,14,31,6,11,49,0,0,0,0,0,1943,0,0,0,2215,0
2016/9/24 17:24,1200517,93,190,166,0,0,473,0,0,0,184,0,0,124,26,31,0,14,49,0,0,0,201,0,0,0,0,0,203,0
2016/9/24 17:25,19054,13,0,0,0,4,473,0,0,0,6,0,0,6,14,31,0,2,49,0,0,0,0,0,0,0,0,0,203,0
2016/9/24 17:26,22521,93,0,0,0,4,473,0,0,0,184,0,0,6,14,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:27,1200517,93,190,166,0,0,473,0,0,0,6,0,0,124,14,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:28,24109,93,0,166,0,4,473,0,0,0,184,29,0,124,26,31,0,0,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:29,1200517,93,190,0,0,4,473,0,0,0,184,29,40,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:30,1200517,12,190,166,0,4,473,0,0,0,6,0,29,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:31,30242,93,0,0,0,6,473,0,0,0,6,0,29,6,26,31,32,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:32,431300,93,190,166,0,40,473,0,0,0,184,0,0,124,26,31,32,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:33,449581,93,190,166,0,8,473,0,0,0,6,0,0,6,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:34,3831988,93,0,0,0,0,473,0,0,0,6,0,0,6,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:35,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,14,31,10,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:36,26792,93,0,0,0,4,473,0,0,0,184,0,0,6,26,31,10,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:37,22547,93,0,166,0,4,473,0,0,0,6,0,0,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:38,1200517,13,190,166,0,4,473,0,0,0,184,29,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:39,24854,79,0,0,0,4,473,0,0,0,6,29,0,124,26,31,6,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:40,24767157,75,190,166,0,0,473,0,0,0,184,29,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:41,14627310,112,0,166,0,4,473,0,0,0,6,29,29,6,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:42,8372578,112,190,166,0,4,473,0,0,0,162,29,29,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:43,24493,93,190,0,0,0,104,0,0,0,194,29,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:44,23564,13,0,0,0,4,473,0,0,0,184,29,0,6,14,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:45,1200517,93,190,190,0,4,473,0,0,0,6,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 17:46,25099,93,0,190,0,0,473,0,0,0,184,29,0,6,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:47,1200517,93,190,166,0,4,473,0,0,0,6,29,0,124,14,31,6,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:48,1200517,93,0,0,0,4,473,0,0,0,184,0,0,124,26,31,0,0,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:49,1200517,12,190,166,0,0,473,0,0,0,6,0,0,124,14,31,0,11,66,0,0,0,201,0,0,0,0,0,0,7
2016/9/24 17:50,1200517,93,0,166,0,4,473,0,0,0,184,0,0,6,26,31,0,2,66,0,0,0,0,0,0,0,0,0,0,7
2016/9/24 17:51,1200517,93,190,0,0,4,473,0,0,0,6,0,0,124,26,31,6,11,49,0,0,5,0,0,0,0,0,0,0,7
2016/9/24 17:52,1200517,93,190,166,0,0,473,0,0,0,184,0,0,124,26,31,0,2,49,0,0,17,201,0,0,0,0,0,0,0
2016/9/24 17:53,1200517,93,0,0,0,4,473,0,0,0,6,29,35,6,26,31,0,11,49,0,0,6,0,0,0,0,0,0,0,0
2016/9/24 17:54,1200517,12,190,166,0,4,473,0,0,0,6,29,35,112,14,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:55,20488,93,0,166,0,0,473,0,0,0,6,29,29,120,13,31,6,2,49,0,0,0,173,0,0,0,0,0,0,0
2016/9/24 17:56,25479,93,190,0,0,4,473,0,0,0,184,29,0,203,26,31,0,11,49,0,0,0,120,0,0,0,0,0,0,0
2016/9/24 17:57,1200517,13,190,166,0,4,473,0,0,0,184,0,0,124,14,31,0,2,49,0,0,0,271,0,0,0,0,0,0,0
2016/9/24 17:58,21895,93,0,0,0,0,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 17:59,22367,93,0,166,0,4,473,0,0,0,142,0,0,124,14,31,6,11,49,0,0,0,0,0,610,0,0,0,0,0
2016/9/24 18:00,1200517,13,190,166,0,4,473,0,0,0,172,0,0,124,26,31,0,2,49,0,0,0,0,0,365,0,0,0,0,0
2016/9/24 18:01,18720,93,0,0,0,0,473,0,0,0,184,0,0,6,26,31,0,11,49,0,0,0,0,0,589,0,0,0,0,0
2016/9/24 18:02,22911,93,0,0,0,4,473,0,0,0,6,0,29,124,14,31,0,2,49,0,0,0,0,0,0,0,0,0,0,0
2016/9/24 18:03,1200517,93,190,166,0,4,473,0,0,0,184,29,0,124,26,0,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/24 18:04,25194,93,0,166,0,0,473,0,0,0,184,0,0,124,14,31,0,11,49,0,0,0,0,0,0,0,0,0,0,0
